lat lng filename
40.685868216731954 -74.00886783593103 -8293767180521635815
40.68508096426181 -74.01005794457075 7255278894559526758
40.68744270617856 -74.00648750229755 -3981007335460139560
40.689352641123406 -74.0056470826149 3173719760874116444
40.690139887205255 -74.00445679592822 -4460634285726109120
40.68942184369929 -74.04443139990863 1935750642657281428
40.690879395483826 -74.04632261739754 -3283187100379877769
40.68975678113219 -74.04597181781942 5481685211170465050
40.69054445728587 -74.0447821597661 -7685775961595986485
40.69204986971486 -74.0036162467656 1990591947598090716
40.69171436385462 -74.0020761061845 -5880014101242847678
40.686757622465784 -74.01775813104703 3992098309462482246
40.68742815517597 -74.02083837233691 3523193941283600501
40.69124829211641 -74.01915861388673 3229753202082948218
40.6879969834507 -74.01383791719402 4181854049953325864
40.68979030540145 -74.01726826386293 -4054899446358544774
40.688667631240136 -74.01691817445767 7311514615717706163
40.68642232812898 -74.01621804612003 -5875705111624994997
40.68563499272884 -74.01740805240067 -3014626683828495629
40.68697598038334 -74.02356847136383 4198469328253017559
40.6873111806569 -74.02510863562169 -4141635180320178245
40.69057767848997 -74.01607815011829 -5174151268389522731
40.688550801555614 -74.02118854723663 -7078079700367273427
40.684278549360094 -74.0255979738948 -1857234630793278724
40.69215240917777 -74.01369780624381 1787369182857224023
40.68551814442784 -74.02167814995467 -4347638242212333647
40.68540113859531 -74.02594824032492 -2877729479804243209
40.68776339354723 -74.02237852869644 -5881574593890594926
40.69091299463234 -74.01761837009406 504645361984041846
40.686640761452686 -74.02202833091114 -3624767561997872882
40.69158357094119 -74.02069888149467 -4461118700074540818
40.69237099720135 -74.01950877666617 -2932618032277356881
40.68933820440695 -74.01999852698354 -5005638899077735287
40.688215543742906 -74.01964837497137 -8555739205938523280
40.69248776421092 -74.01523805802103 -6008398610068914598
40.69046088013994 -74.02034869582424 -1630232452028309686
40.69203569893208 -74.01796849315225 -4383163258727432691
40.687880267273705 -74.01810822651764 2942570519634797441
40.69012560209972 -74.0188084679363 8700388238427632089
40.68473075983551 -74.02286804685565 8402676924175110731
40.686305523866004 -74.02048821426527 4631752822611339867
40.68833231667271 -74.01537803391723 5321099414984899546
40.689119656035125 -74.01418792716655 -852076614160287802
40.68945499004623 -74.01572808360578 3630094729132988861
40.68809861326113 -74.02391870886348 -969702813479331260
40.68888604071074 -74.02272874331173 -1554999867076488623
40.686188562065524 -74.02475837523971 4917761408203908223
40.6896734630042 -74.02153873896562 -3284172163887881483
40.68709289814847 -74.01929823978654 -3677732353823522964
40.69315841830003 -74.01831863303867 -7845619873150792357
40.68360817216687 -74.0225178598447 -6641755292806626433
40.6850659585432 -74.02440813168923 1924034119769368904
40.68585336257456 -74.02321825069497 -2933162650229436392
40.69102969217117 -74.01334778552275 -6082288209109469035
