lat,lng,filename
40.685868216731954,-74.00886783593103,40_685868216731954_-74_00886783593103.mp3
40.685080964261815,-74.01005794457075,40_685080964261815_-74_01005794457075.mp3
40.68744270617856,-74.00648750229755,40_68744270617856_-74_00648750229755.mp3
40.689352641123406,-74.0056470826149,40_689352641123406_-74_0056470826149.mp3
40.690139887205255,-74.00445679592822,40_690139887205255_-74_00445679592822.mp3
40.69054445728587,-74.0447821597661,40_69054445728587_-74_0447821597661.mp3
40.690879395483826,-74.04632261739754,40_690879395483826_-74_04632261739754.mp3
40.68942184369929,-74.04443139990863,40_68942184369929_-74_04443139990863.mp3
40.689756781132196,-74.04597181781942,40_689756781132196_-74_04597181781942.mp3
40.69204986971486,-74.0036162467656,40_69204986971486_-74_0036162467656.mp3
40.69171436385462,-74.0020761061845,40_69171436385462_-74_0020761061845.mp3
40.68866763124015,-74.01691817445767,40_68866763124015_-74_01691817445767.mp3
40.68642232812898,-74.01621804612004,40_68642232812898_-74_01621804612004.mp3
40.69024234369043,-74.0145379539611,40_69024234369043_-74_0145379539611.mp3
40.690460880139945,-74.02034869582425,40_690460880139945_-74_02034869582425.mp3
40.69091299463234,-74.01761837009406,40_69091299463234_-74_01761837009406.mp3
40.68360817216687,-74.0225178598447,40_68360817216687_-74_0225178598447.mp3
40.68754497214909,-74.0165681018771,40_68754497214909_-74_0165681018771.mp3
40.68742815517598,-74.02083837233691,40_68742815517598_-74_02083837233691.mp3
40.684278549360094,-74.0255979738948,40_684278549360094_-74_0255979738948.mp3
40.686305523866004,-74.02048821426527,40_686305523866004_-74_02048821426527.mp3
40.69203569893209,-74.01796849315225,40_69203569893209_-74_01796849315225.mp3
40.68990699023476,-74.01299778162418,40_68990699023476_-74_01299778162418.mp3
40.689338204406965,-74.01999852698354,40_689338204406965_-74_01999852698354.mp3
40.68900292715192,-74.01845833881367,40_68900292715192_-74_01845833881367.mp3
40.6850659585432,-74.02440813168923,40_6850659585432_-74_02440813168923.mp3
40.6896734630042,-74.02153873896562,40_6896734630042_-74_02153873896562.mp3
40.688550801555614,-74.02118854723663,40_688550801555614_-74_02118854723663.mp3
40.69136504641593,-74.01488799757887,40_69136504641593_-74_01488799757887.mp3
40.686640761452686,-74.02202833091114,40_686640761452686_-74_02202833091114.mp3
40.68473075983552,-74.02286804685565,40_68473075983552_-74_02286804685565.mp3
40.68697598038334,-74.02356847136383,40_68697598038334_-74_02356847136383.mp3
40.688215543742906,-74.01964837497137,40_688215543742906_-74_01964837497137.mp3
40.69102969217118,-74.01334778552275,40_69102969217118_-74_01334778552275.mp3
40.69282310058537,-74.01677833361988,40_69282310058537_-74_01677833361988.mp3
40.69158357094119,-74.02069888149467,40_69158357094119_-74_02069888149467.mp3
40.685518144427846,-74.02167814995467,40_685518144427846_-74_02167814995467.mp3
40.686188562065524,-74.02475837523971,40_686188562065524_-74_02475837523971.mp3
40.68788026727371,-74.01810822651764,40_68788026727371_-74_01810822651764.mp3
40.688332316672714,-74.01537803391723,40_688332316672714_-74_01537803391723.mp3
40.6879969834507,-74.01383791719402,40_6879969834507_-74_01383791719402.mp3
40.686757622465784,-74.01775813104703,40_686757622465784_-74_01775813104703.mp3
40.69215240917777,-74.01369780624381,40_69215240917777_-74_01369780624381.mp3
40.69057767848997,-74.01607815011829,40_69057767848997_-74_01607815011829.mp3
40.68563499272884,-74.01740805240065,40_68563499272884_-74_01740805240065.mp3
40.69170038200325,-74.01642823345593,40_69170038200325_-74_01642823345593.mp3
40.68945499004623,-74.01572808360578,40_68945499004623_-74_01572808360578.mp3
40.68540113859531,-74.02594824032492,40_68540113859531_-74_02594824032492.mp3
40.69012560209972,-74.0188084679363,40_69012560209972_-74_0188084679363.mp3
40.688886040710756,-74.02272874331173,40_688886040710756_-74_02272874331173.mp3
40.68709289814847,-74.01929823978654,40_68709289814847_-74_01929823978654.mp3
40.68979030540145,-74.01726826386293,40_68979030540145_-74_01726826386293.mp3
40.6873111806569,-74.02510863562169,40_6873111806569_-74_02510863562169.mp3
40.69248776421094,-74.01523805802103,40_69248776421094_-74_01523805802103.mp3
40.69315841830003,-74.01831863303869,40_69315841830003_-74_01831863303869.mp3
40.689119656035125,-74.01418792716655,40_689119656035125_-74_01418792716655.mp3
40.69124829211641,-74.01915861388673,40_69124829211641_-74_01915861388673.mp3
40.68776339354723,-74.02237852869644,40_68776339354723_-74_02237852869644.mp3
40.69237099720136,-74.01950877666617,40_69237099720136_-74_01950877666617.mp3
40.68585336257456,-74.02321825069497,40_68585336257456_-74_02321825069497.mp3
40.68809861326113,-74.02391870886348,40_68809861326113_-74_02391870886348.mp3
40.692837119729155,-74.00242585958951,40_692837119729155_-74_00242585958951.mp3
40.69474714979106,-74.00158518092509,40_69474714979106_-74_00158518092509.mp3
40.69744448133067,-73.99955388505937,40_69744448133067_-73_99955388505937.mp3
40.6993545973698,-73.99871300904789,40_6993545973698_-73_99871300904789.mp3
40.69852096313232,-74.04296666188628,40_69852096313232_-74_04296666188628.mp3
40.69897365172085,-74.04023603798785,40_69897365172085_-74_04023603798785.mp3
40.698185944119395,-74.04142598157607,40_698185944119395_-74_04142598157607.mp3
40.699308690176274,-74.04177673423955,40_699308690176274_-74_04177673423955.mp3
40.69976135417086,-74.03904605558229,40_69976135417086_-74_03904605558229.mp3
40.697398231368076,-74.04261588634776,40_697398231368076_-74_04261588634776.mp3
40.70009641206968,-74.04058676777431,40_70009641206968_-74_04058676777431.mp3
40.69863859458832,-74.03869536553168,40_69863859458832_-74_03869536553168.mp3
40.69706321312018,-74.04107524577088,40_69706321312018_-74_04107524577088.mp3
40.70283929871462,-73.99549060311651,40_70283929871462_-73_99549060311651.mp3
