filename,lat,lng
curated_audio/4571124512000391029.mp3,40.753941999999995,-73.96942749999998
curated_audio/-4965143827841417616.mp3,40.74891179999999,-73.976231
curated_audio/1854028484209577338.mp3,40.755861100000004,-73.9672819
curated_audio/2145791851800881418.mp3,40.7595395,-73.97400259999998
curated_audio/-403234241356635932.mp3,40.7573625,-73.96778599999998
curated_audio/-3699774050902512363.mp3,40.762820700000006,-73.9654135
curated_audio/-6881441834911904391.mp3,40.7573625,-73.96778599999998
curated_audio/-8087141657062619831.mp3,40.7624474,-73.9867079
curated_audio/-763157136107349309.mp3,40.742033500000005,-73.9826084
curated_audio/8897187372093354960.mp3,40.776985700000004,-73.95726619999998
curated_audio/4718774596375278982.mp3,40.7609719,-73.9883526
curated_audio/-7451301161188169134.mp3,40.7707303,-73.9584608
curated_audio/805142783889024596.mp3,40.7569255,-73.96668679999998
curated_audio/4018268917485454821.mp3,40.758650700000004,-73.96303069999998
curated_audio/5105072323311130336.mp3,40.7625633,-73.9686889
curated_audio/-8577699860091738109.mp3,40.7623263,-73.9634628
curated_audio/2286649420173130820.mp3,40.744023600000006,-73.97471920000001
curated_audio/-6713490430187574809.mp3,40.7650114,-73.96633439999998
curated_audio/-1644367060637747735.mp3,40.7418784,-73.996464
curated_audio/-3763926746228868324.mp3,40.758002399999995,-73.97940079999998
curated_audio/5474899701389800110.mp3,40.6737518,-73.957032
curated_audio/3779703812230924164.mp3,40.686510299999995,-73.9825108
curated_audio/5249990139949270423.mp3,40.675494,-73.98129709999998
curated_audio/-2776547569436480904.mp3,40.67818690000001,-73.97910929999998
curated_audio/-3950554086638483268.mp3,40.6873824,-73.97641810000002
curated_audio/-2128880202099334450.mp3,40.682503999999994,-73.963421
curated_audio/1997647488953994467.mp3,40.6814691,-73.9649893
curated_audio/-2482878131848710282.mp3,40.6719295,-73.98350009999999
curated_audio/5040287002389643861.mp3,40.671805400000004,-73.97729709999999
curated_audio/-3163770537317112397.mp3,40.6748593,-73.98187810000002
curated_audio/8572031197834314822.mp3,40.6926616,-73.98417640000001
curated_audio/-7881836767786556958.mp3,40.688542700000006,-73.9834262
curated_audio/4776752138626210052.mp3,40.66794489999999,-73.9869746
curated_audio/3547443273787438068.mp3,40.6877429,-73.98644689999998
curated_audio/3277528833208831533.mp3,40.679950899999994,-73.97548949999998
curated_audio/-4758137335093378359.mp3,40.686167,-73.97364999999998
curated_audio/1559789875567232868.mp3,40.68059179999999,-73.97778459999998
curated_audio/-8337104042689595352.mp3,40.690422,-73.9518942
curated_audio/-7450506133733301367.mp3,40.6707299,-73.98457549999998
curated_audio/437079173254061011.mp3,40.6933793,-73.9929679
curated_audio/4258746683176054194.mp3,40.703525899999995,-73.930229
curated_audio/-3060278695753233790.mp3,40.719835700000004,-73.96024720000001
curated_audio/-3856128936840133422.mp3,40.7129309,-73.9439022
curated_audio/-6677551375250231905.mp3,40.7253557,-73.9457561
curated_audio/-5092828660189399065.mp3,40.7120152,-73.962683
curated_audio/5420413821953749704.mp3,40.7257466,-73.9513161
curated_audio/8083811696559440262.mp3,40.7083953,-73.9580153
curated_audio/1864829925466502249.mp3,40.716181299999995,-73.9478426
curated_audio/-5197549500945822333.mp3,40.711662,-73.941434
curated_audio/-196251821867385370.mp3,40.707089,-73.947901
curated_audio/-3089071348946967473.mp3,40.6928022,-73.94064
curated_audio/-1523370824555357570.mp3,40.716235299999994,-73.96205329999998
curated_audio/-650708266351055575.mp3,40.713837100000006,-73.95144549999998
curated_audio/-9080073986773768894.mp3,40.7156483,-73.9443122
curated_audio/-8580554837772270733.mp3,40.6979,-73.92666600000003
curated_audio/1771084468982767868.mp3,40.707922100000005,-73.95035489999998
curated_audio/7732997638730456931.mp3,40.707163,-73.9548319
curated_audio/6220298485906228641.mp3,40.7197883,-73.95914449999998
curated_audio/8203067683958714479.mp3,40.708628000000004,-73.954509
curated_audio/-5401012662760715403.mp3,40.71914840000001,-73.9566694
curated_audio/2446197221948862227.mp3,40.76324109999999,-73.92156489999998
curated_audio/-6489657997859182069.mp3,40.759525,-73.92048609999998
curated_audio/-7156037697643966672.mp3,40.7620025,-73.92575909999998
curated_audio/-6102776549806429021.mp3,40.762409000000005,-73.91127399999998
curated_audio/6721295073377167226.mp3,40.7570316,-73.9297239
curated_audio/7800147960194219877.mp3,40.7586179,-73.9194761
curated_audio/-7640048012520109008.mp3,40.7570534,-73.92084819999998
curated_audio/1500969445707859474.mp3,40.751234600000004,-73.93493219999998
curated_audio/-2298626065883118613.mp3,40.7594711,-73.91956449999998
curated_audio/1678359218700988208.mp3,40.7461786,-73.91291559999998
curated_audio/4571124512000391029.mp3,40.7738127,-73.92696980000002
curated_audio/-4965143827841417616.mp3,40.7582483,-73.91713940000001
curated_audio/1854028484209577338.mp3,40.75521699999999,-73.927391
curated_audio/2145791851800881418.mp3,40.7627536,-73.9273932
curated_audio/-403234241356635932.mp3,40.7558166,-73.92784379999998
curated_audio/-3699774050902512363.mp3,40.7660888,-73.92071170000001
curated_audio/-6881441834911904391.mp3,40.7563526,-73.91370789999998
curated_audio/-8087141657062619831.mp3,40.7462076,-73.9179408
curated_audio/-763157136107349309.mp3,40.7501354,-73.94066979999998
curated_audio/8897187372093354960.mp3,40.768869200000005,-73.9251118
curated_audio/4718774596375278982.mp3,40.73974279999999,-73.9806078
curated_audio/-7451301161188169134.mp3,40.72923,-73.9783678
curated_audio/805142783889024596.mp3,40.7235567,-73.98803029999998
curated_audio/4018268917485454821.mp3,40.738667299999996,-74.00039889999998
curated_audio/5105072323311130336.mp3,40.714879100000005,-73.99774619999998
curated_audio/-8577699860091738109.mp3,40.7320516,-73.98354559999999
curated_audio/2286649420173130820.mp3,40.724090000000004,-73.9840255
curated_audio/-6713490430187574809.mp3,40.740033800000006,-73.98914859999998
curated_audio/-1644367060637747735.mp3,40.719453200000004,-73.98931589999998
curated_audio/-3763926746228868324.mp3,40.720906899999996,-73.99709399999998
curated_audio/5474899701389800110.mp3,40.726353100000004,-73.98357990000001
curated_audio/3779703812230924164.mp3,40.7179554,-73.9922162
curated_audio/5249990139949270423.mp3,40.7411104,-73.98534119999998
curated_audio/-2776547569436480904.mp3,40.724292,-74.0034003
curated_audio/-3950554086638483268.mp3,40.738332299999996,-74.0023315
curated_audio/-2128880202099334450.mp3,40.729107,-73.986817
curated_audio/1997647488953994467.mp3,40.7245418,-74.00263939999998
curated_audio/-2482878131848710282.mp3,40.7372886,-73.99613199999999
curated_audio/5040287002389643861.mp3,40.741146,-73.97913199999998
curated_audio/-3163770537317112397.mp3,40.7338656,-74.001678
