filename,lat,lng
curated_audio/-8966637205338816622.mp3,40.7574566,-73.9639978
curated_audio/-4175383476498822306.mp3,40.7416356,-73.99443409999998
curated_audio/-6764767793136830471.mp3,40.74237539999999,-73.98419670000001
curated_audio/6675487105252798862.mp3,40.7560352,-73.90765789999998
curated_audio/-4830347094823066099.mp3,40.7646761,-73.89850419999998
curated_audio/-1618352597159538325.mp3,40.76552849999999,-73.8959493
curated_audio/-8883803115310443838.mp3,40.7245782,-73.9890099
curated_audio/-4900088593505112117.mp3,40.7140633,-73.98807619999998
curated_audio/-7057425288392678614.mp3,40.7076831,-74.01214660000002
curated_audio/-1261211774136072209.mp3,40.735073299999996,-73.99787059999998
curated_audio/2921312569661634154.mp3,40.7416356,-73.99443409999998
curated_audio/-5300924584140987832.mp3,40.74237539999999,-73.98419670000001
curated_audio/-4408636501359521487.mp3,40.7239054,-73.99506900000002
curated_audio/-4787590744219662778.mp3,40.725612,-73.99094570000001
curated_audio/8325775614350095048.mp3,40.7128627,-73.99842509999998
