,filename,lat,lng,new_pt,new_lat,new_lng
44,md_speech/-1993870149775033733.mp3,40.7127752,-74.0059728,"(40.685765290084724, -73.99878767312715)",40.685765290084724,-73.99878767312715
45,md_speech/-3140422852440007542.mp3,40.709869399999995,-74.0070254,"(40.70552394437351, -74.00781487425152)",40.70552394437351,-74.00781487425152
46,md_speech/3921154640019409841.mp3,40.585284,-74.0847726,"(40.585322120172954, -74.0850215946261)",40.585322120172954,-74.0850215946261
47,md_speech/-3964124477366065058.mp3,40.7869089,-73.9629485,"(40.786810223903046, -73.96269562468684)",40.786810223903046,-73.96269562468684
48,md_speech/-6694895454776821552.mp3,40.72818510000001,-73.995884,"(40.72744362548968, -73.99309833029986)",40.72744362548968,-73.99309833029986
49,md_speech/4123173982609019547.mp3,40.773008000000004,-73.96032,"(40.78547014785319, -73.9421439835188)",40.78547014785319,-73.9421439835188
50,md_speech/6215867041466607099.mp3,40.977670700000004,-73.97716740000001,"(40.91296664476585, -73.9111387096199)",40.91296664476585,-73.9111387096199
51,md_speech/-245238682471247130.mp3,40.7870106,-73.9753676,"(40.805702097605966, -73.96281499107579)",40.805702097605966,-73.96281499107579
52,md_speech/7615619200934370122.mp3,40.5559511,-74.2934686,"(40.54412069800164, -74.2468248555778)",40.54412069800164,-74.2468248555778
53,md_speech/271195263607238617.mp3,40.7499212,-73.86228050000003,"(40.75017521066764, -73.86222392283179)",40.75017521066764,-73.86222392283179
54,md_speech/-6019860445196657963.mp3,40.7683302,-73.9726125,"(40.76802931593021, -73.97267379958421)",40.76802931593021,-73.97267379958421
55,md_speech/-7281490879862666767.mp3,40.7547141,-73.9855934,"(40.75520612324229, -73.98593486620216)",40.75520612324229,-73.98593486620216
56,md_speech/-4188431263186899138.mp3,40.813446299999995,-73.9562105,"(40.81346634590205, -73.95515573876023)",40.81346634590205,-73.95515573876023
57,md_speech/3350247869212493178.mp3,40.744917,-73.98259370000002,"(40.74509350176268, -73.982787101067)",40.74509350176268,-73.982787101067
58,md_speech/-346167538331779145.mp3,40.7789766,-73.980373,"(40.78027790045973, -73.98079912653705)",40.78027790045973,-73.98079912653705
59,md_speech/4863874124693170033.mp3,40.7560917,-73.98450550000003,"(40.73972118926735, -73.94375650100473)",40.73972118926735,-73.94375650100473
60,md_speech/-6842682255897570459.mp3,40.7415843,-73.983892,"(40.741271402544776, -73.98447169883848)",40.741271402544776,-73.98447169883848
61,md_speech/3766490624022550370.mp3,40.737103999999995,-73.99179709999999,"(40.724305191016796, -73.98350185985204)",40.724305191016796,-73.98350185985204
62,md_speech/-8304332336132964901.mp3,40.779436499999996,-73.96324399999997,"(40.79288930892318, -73.94732417603646)",40.79288930892318,-73.94732417603646
63,md_speech/1880693633932574057.mp3,40.7469976,-73.9862433,"(40.72477357357637, -73.95204576745247)",40.72477357357637,-73.95204576745247
64,md_speech/-390358255465123859.mp3,40.706125,-74.0227657,"(40.707536644574986, -74.01705907912103)",40.707536644574986,-74.01705907912103
65,md_speech/-184442978210982959.mp3,40.7621436,-73.9623646,"(40.76263971957291, -73.96237189343587)",40.76263971957291,-73.96237189343587
66,md_speech/-3778482386951188216.mp3,40.71052879999999,-74.0069237,"(40.71046772514698, -74.00648340902708)",40.71046772514698,-74.00648340902708
67,md_speech/8472453566862669835.mp3,40.8389462,-73.9443245,"(40.839456751332456, -73.94451827791308)",40.839456751332456,-73.94451827791308
68,md_speech/-1454317979131693365.mp3,42.3788592,-73.7983898,"(40.90688358520296, -73.8833030817947)",40.90688358520296,-73.8833030817947
69,md_speech/-6419081005026780853.mp3,40.7327401,-73.99380570000002,"(40.71969673393786, -73.98637701596502)",40.71969673393786,-73.98637701596502
70,md_speech/3390894828202431967.mp3,40.7113347,-73.90248390000002,"(40.711754763564855, -73.9020576171182)",40.711754763564855,-73.9020576171182
71,md_speech/7638825505561234158.mp3,40.796294700000004,-73.9641401,"(40.79659213012912, -73.96429853985838)",40.79659213012912,-73.96429853985838
72,md_speech/-6809466375205524719.mp3,40.7777409,-73.9515672,"(40.77692193788046, -73.95099411653675)",40.77692193788046,-73.95099411653675
73,md_speech/5322408044030071240.mp3,40.7264773,-73.9815337,"(40.71735406448219, -73.96123167788765)",40.71735406448219,-73.96123167788765
74,md_speech/3039199646072616259.mp3,40.77282329999999,-73.9846343,"(40.77105498201156, -73.98655625625548)",40.77105498201156,-73.98655625625548
75,md_speech/879818704592484136.mp3,40.89722329999999,-73.8860668,"(40.8977635130552, -73.88480520223672)",40.8977635130552,-73.88480520223672
76,md_speech/7318652605773689296.mp3,40.603280700000006,-74.1297573,"(40.60329979352007, -74.12935494496101)",40.60329979352007,-74.12935494496101
77,md_speech/8046609597528714441.mp3,40.7699677,-73.9610849,"(40.772539863573776, -73.94531973555294)",40.772539863573776,-73.94531973555294
78,md_speech/-8576267208473361124.mp3,40.7549309,-73.98401949999997,"(40.737474057407546, -73.94305915161385)",40.737474057407546,-73.94305915161385
79,md_speech/-2274866262450823456.mp3,40.7800239,-73.96218509999999,"(40.788163594639954, -73.95448638885391)",40.788163594639954,-73.95448638885391
80,md_speech/-286302502389391867.mp3,40.70603610000001,-74.0088256,"(40.691583570941184, -74.02069888149468)",40.691583570941184,-74.02069888149468
81,md_speech/6529871011566805038.mp3,40.7778172,-73.9660657,"(40.789624440429186, -73.95637865717683)",40.789624440429186,-73.95637865717683
82,md_speech/-8648420910868649392.mp3,40.7520125,-73.98880809999999,"(40.7317424617728, -73.94559030614256)",40.7317424617728,-73.94559030614256
83,md_speech/-6000547446543862726.mp3,40.7295133,-73.9964609,"(40.73036179084896, -73.99688060997474)",40.73036179084896,-73.99688060997474
84,md_speech/-4092502326713568969.mp3,40.7670861,-73.97146590000001,"(40.76769303722074, -73.97113142414699)",40.76769303722074,-73.97113142414699
85,md_speech/-6295055714387745957.mp3,40.74290300000001,-73.99279770000003,"(40.71634545205176, -73.95660990077971)",40.71634545205176,-73.95660990077971
86,md_speech/-5552397441320614932.mp3,40.7483904,-73.9729038,"(40.748022637629155, -73.9722011140428)",40.748022637629155,-73.9722011140428
87,md_speech/-6870618559712628762.mp3,40.7864506,-73.9577556,"(40.78580066605631, -73.95806696964371)",40.78580066605631,-73.95806696964371
88,md_speech/-3916778693740652079.mp3,40.7947524,-72.9251927,"(40.75046205630221, -73.7014466833051)",40.75046205630221,-73.7014466833051
89,md_speech/-4637359872404340353.mp3,41.2406262,-74.2233473,"(40.913754980902375, -73.90994123738196)",40.913754980902375,-73.90994123738196
90,md_speech/3441319855548638486.mp3,40.7742133,-73.9660625,"(40.7738790575723, -73.96586585856406)",40.7738790575723,-73.96586585856406
91,md_speech/4997622241091473663.mp3,40.702573799999996,-73.9558602,"(40.70241732648544, -73.95515667025055)",40.70241732648544,-73.95515667025055
92,md_speech/1485613040883049203.mp3,41.7886263,-78.7697738,"(40.543000703075954, -74.24647032250616)",40.543000703075954,-74.24647032250616
93,md_speech/-5938797015288464006.mp3,40.7457586,-73.9901692,"(40.745649843829774, -73.99014612727424)",40.745649843829774,-73.99014612727424
94,md_speech/6440458654121993383.mp3,40.712743100000004,-74.0133795,"(40.71293277943491, -74.01299687978116)",40.71293277943491,-74.01299687978116
95,md_speech/-2327504333444635532.mp3,40.7313945,-73.99050859999998,"(40.7320527001006, -73.99022334443977)",40.7320527001006,-73.99022334443977
96,md_speech/-2803400044986869479.mp3,40.7570051,-73.96965990000002,"(40.75679098323368, -73.96917862170741)",40.75679098323368,-73.96917862170741
97,md_speech/5264016247487565029.mp3,40.7629586,-73.984161,"(40.7631879413235, -73.98410694492298)",40.7631879413235,-73.98410694492298
98,md_speech/5892683015776590728.mp3,40.72872570000001,-73.9883033,"(40.7283468382957, -73.98763292237109)",40.7283468382957,-73.98763292237109
99,md_speech/1222098122408078436.mp3,40.7367221,-73.99022590000001,"(40.71465678766124, -73.96326597475202)",40.71465678766124,-73.96326597475202
100,md_speech/-3265593151208317145.mp3,40.7685914,-73.9725321,"(40.7669054149542, -73.97232420606727)",40.7669054149542,-73.97232420606727
101,md_speech/7273776555439890468.mp3,40.7621977,-73.9772899,"(40.76263104438177, -73.97674527598448)",40.76263104438177,-73.97674527598448
102,md_speech/-360984709702366653.mp3,40.7028093,-73.86621290000002,"(40.702877239726966, -73.86629859965481)",40.702877239726966,-73.86629859965481
103,md_speech/-9030941998117663869.mp3,40.8566168,-73.9413495,"(40.855436241502034, -73.94084125543651)",40.855436241502034,-73.94084125543651
104,md_speech/5649391085337477323.mp3,40.74660460000001,-73.994636,"(40.74665755428593, -73.99477163042992)",40.74665755428593,-73.99477163042992
105,md_speech/7404494167133846211.mp3,40.7127752,-74.0059728,"(40.685765290084724, -73.99878767312715)",40.685765290084724,-73.99878767312715
106,md_speech/-398247337872701667.mp3,40.7857214,-73.9430127,"(40.785806894226376, -73.94368670016136)",40.785806894226376,-73.94368670016136
107,md_speech/4049821271774786720.mp3,40.7499442,-73.9730222,"(40.750269919268, -73.97290003081406)",40.750269919268,-73.97290003081406
108,md_speech/636444837414418393.mp3,40.7127752,-74.0059728,"(40.685765290084724, -73.99878767312715)",40.685765290084724,-73.99878767312715
109,md_speech/5391791391765765954.mp3,40.7127752,-74.0059728,"(40.685765290084724, -73.99878767312715)",40.685765290084724,-73.99878767312715
110,md_speech/-1245613851484401899.mp3,40.7042578,-74.0115868,"(40.69024234369043, -74.0145379539611)",40.69024234369043,-74.0145379539611
111,md_speech/1425197031693037737.mp3,40.77282329999999,-73.9846343,"(40.77105498201156, -73.98655625625548)",40.77105498201156,-73.98655625625548
112,md_speech/3875365902891609171.mp3,40.753624,-73.48990390000002,"(40.74327146686775, -73.70212530009212)",40.74327146686775,-73.70212530009212
113,md_speech/-2302715089164251063.mp3,40.7520255,-73.9881178,"(40.75250713772062, -73.98796942281287)",40.75250713772062,-73.98796942281287
114,md_speech/5138483209284623741.mp3,40.7772306,-73.9485497,"(40.77658533061553, -73.94945163055684)",40.77658533061553,-73.94945163055684
115,md_speech/7437408596114322795.mp3,40.7127752,-74.0059728,"(40.685765290084724, -73.99878767312715)",40.685765290084724,-73.99878767312715
116,md_speech/4245770726077364070.mp3,40.67912070000001,-74.046337,"(40.689421843699286, -74.04443139990863)",40.689421843699286,-74.04443139990863
117,md_speech/7866077977872143390.mp3,40.781219899999996,-73.96651379999999,"(40.79693576910388, -73.95145804200716)",40.79693576910388,-73.95145804200716
118,md_speech/4173857491738808862.mp3,40.7377461,-73.9879439,"(40.737785392047726, -73.98769753258837)",40.737785392047726,-73.98769753258837
119,md_speech/2658623525255969913.mp3,44.5430691,-81.17247979999998,"(40.631074853545314, -74.19977065433902)",40.631074853545314,-74.19977065433902
120,md_speech/7479236733023841101.mp3,40.74666129999999,-73.9937806,"(40.74632166950296, -73.993229772139)",40.74632166950296,-73.993229772139
121,md_speech/8373138087530615834.mp3,40.773008000000004,-73.96032,"(40.78547014785319, -73.9421439835188)",40.78547014785319,-73.9421439835188
122,md_speech/6347865125597118951.mp3,40.7685914,-73.9725321,"(40.7669054149542, -73.97232420606727)",40.7669054149542,-73.97232420606727
123,md_speech/439420731112407996.mp3,40.75272620000001,-73.97722940000001,"(40.742412704071725, -73.95608699352161)",40.742412704071725,-73.95608699352161
124,md_speech/-9222463743780142744.mp3,40.7715687,-73.9649229,"(40.771631069610756, -73.96516693093804)",40.771631069610756,-73.96516693093804
125,md_speech/1846087539625985340.mp3,40.9620218,-73.97843540000002,"(40.91184053509204, -73.91078952921738)",40.91184053509204,-73.91078952921738
126,md_speech/-8977902890182886455.mp3,40.7563376,-73.9804407,"(40.75610925022824, -73.9804661190312)",40.75610925022824,-73.9804661190312
127,md_speech/-1480401400743706495.mp3,40.76672410000001,-73.96058359999998,"(40.76646247195194, -73.96068475853085)",40.76646247195194,-73.96068475853085
128,md_speech/-6792888161497695889.mp3,40.6559893,-73.9730546,"(40.655920345378796, -73.97228462066133)",40.655920345378796,-73.97228462066133
129,md_speech/-5380204119731042066.mp3,40.79386820000001,-73.9612027,"(40.793670421622, -73.96051304552729)",40.793670421622,-73.96051304552729
130,md_speech/-8622840493860966635.mp3,40.7358633,-73.9910835,"(40.712861312101225, -73.95983601956375)",40.712861312101225,-73.95983601956375
131,md_speech/1614874484272954749.mp3,40.7587402,-73.9786735,"(40.745447158117344, -73.95559258391022)",40.745447158117344,-73.95559258391022
132,md_speech/3585155041757391977.mp3,40.7295768,-73.9943719,"(40.72969021473984, -73.99379795188592)",40.72969021473984,-73.99379795188592
133,md_speech/3172626266449876432.mp3,40.7187312,-73.9890522,"(40.71924522853975, -73.98910924947657)",40.71924522853975,-73.98910924947657
134,md_speech/1273583707158781539.mp3,41.2171078,-73.6794969,"(40.91036350407508, -73.8512230506891)",40.91036350407508,-73.8512230506891
135,md_speech/1494546736014357477.mp3,42.2326416,-74.58622220000002,"(40.914205484626095, -73.90719706479109)",40.914205484626095,-73.90719706479109
136,md_speech/-6682697947833014995.mp3,40.764488799999995,-73.9869054,"(40.76386009465289, -73.98719164080487)",40.76386009465289,-73.98719164080487
137,md_speech/-3983549386583760065.mp3,40.7870106,-73.9753676,"(40.805702097605966, -73.96281499107579)",40.805702097605966,-73.96281499107579
138,md_speech/6933002577197807825.mp3,40.74758900000001,-73.5718933,"(40.745180258694454, -73.70127171010851)",40.745180258694454,-73.70127171010851
139,md_speech/7350215891078107945.mp3,38.3375394,-75.0141504,"(40.49659393938956, -74.24896158058452)",40.49659393938956,-74.24896158058452
140,md_speech/8955008011141759950.mp3,40.7378841,-73.996815,"(40.738677173943465, -73.99659711147618)",40.738677173943465,-73.99659711147618
141,md_speech/4124738944499074951.mp3,40.765575899999995,-73.9885405,"(40.76531996342996, -73.98908399525145)",40.76531996342996,-73.98908399525145
142,md_speech/-5388072283150376227.mp3,40.744679,-73.9485423,"(40.74275547419171, -73.9432613278056)",40.74275547419171,-73.9432613278056
143,md_speech/1664232729248917405.mp3,39.3852666,-82.88081329999999,"(40.50733105250304, -74.25522270144674)",40.50733105250304,-74.25522270144674
144,md_speech/2765677220053897861.mp3,40.77585620000001,-73.9649608,"(40.77579070753, -73.96502226316952)",40.77579070753,-73.96502226316952
145,md_speech/4264754419481108758.mp3,40.7127752,-74.0059728,"(40.685765290084724, -73.99878767312715)",40.685765290084724,-73.99878767312715
146,md_speech/-2109434418606294989.mp3,40.77226029999999,-73.951128,"(40.77276228173081, -73.95114002905784)",40.77276228173081,-73.95114002905784
147,md_speech/2208099102144312581.mp3,40.7680336,-73.9547018,"(40.768151945991775, -73.95402125832409)",40.768151945991775,-73.95402125832409
148,md_speech/-7281224525563588137.mp3,40.76249129999999,-73.9795683,"(40.76251571313201, -73.98102234477811)",40.76251571313201,-73.98102234477811
149,md_speech/9018793368038091649.mp3,40.7650946,-73.96584399999998,"(40.76556019102526, -73.96615500743957)",40.76556019102526,-73.96615500743957
150,md_speech/5076794896799850777.mp3,40.7401835,-73.99682790000001,"(40.73980061158039, -73.99694708218478)",40.73980061158039,-73.99694708218478
151,md_speech/3339592444039147885.mp3,40.7981536,-73.92900390000001,"(40.7975053332033, -73.93005708421384)",40.7975053332033,-73.93005708421384
152,md_speech/608281635181338186.mp3,40.7445795,-73.98600490000003,"(40.744641965067956, -73.98552083929478)",40.744641965067956,-73.98552083929478
153,md_speech/-8453509517671058095.mp3,40.7505045,-73.9934387,"(40.7209529266591, -73.95373209663876)",40.7209529266591,-73.95373209663876
154,md_speech/-3939122438083445616.mp3,40.83180120000001,-73.95252430000002,"(40.83056594609399, -73.95183389815206)",40.83056594609399,-73.95183389815206
155,md_speech/-6653815611189017966.mp3,40.7507848,-73.9944651,"(40.719829645522616, -73.95338331155337)",40.719829645522616,-73.95338331155337
156,md_speech/8303967384921290529.mp3,40.707437899999995,-73.867347,"(40.708156333142746, -73.86649198797637)",40.708156333142746,-73.86649198797637
157,md_speech/6343487123583928698.mp3,40.7509768,-73.97546899999998,"(40.75094224382681, -73.97598369077956)",40.75094224382681,-73.97598369077956
158,md_speech/4989057532804374655.mp3,40.7127752,-74.0059728,"(40.685765290084724, -73.99878767312715)",40.685765290084724,-73.99878767312715
159,md_speech/3660464740096478942.mp3,40.7127752,-74.0059728,"(40.685765290084724, -73.99878767312715)",40.685765290084724,-73.99878767312715
160,md_speech/614157390907499124.mp3,40.76326829999999,-73.9864745,"(40.76273629028887, -73.986841726885)",40.76273629028887,-73.986841726885
161,md_speech/4267170103311270679.mp3,40.728733399999996,-74.0010313,"(40.72912241771221, -74.00080475681277)",40.72912241771221,-74.00080475681277
162,md_speech/-7974855458865008784.mp3,40.8505034,-73.84561509999997,"(40.85036379842433, -73.8456726431779)",40.85036379842433,-73.8456726431779
163,md_speech/-7318000347225888581.mp3,40.9841999,-76.77366140000002,"(40.50621160621892, -74.25486824355784)",40.50621160621892,-74.25486824355784
164,md_speech/-7787692654280917172.mp3,40.059932399999994,-74.23247940000002,"(40.49626259164592, -74.2474258105446)",40.49626259164592,-74.2474258105446
165,md_speech/2630225468606023850.mp3,40.7815612,-73.96203050000003,"(40.78152588693582, -73.96249106807818)",40.78152588693582,-73.96249106807818
166,md_speech/-7068377320186683896.mp3,40.75272620000001,-73.97722940000001,"(40.742412704071725, -73.95608699352161)",40.742412704071725,-73.95608699352161
167,md_speech/-6180387931509607120.mp3,40.779436499999996,-73.96324399999997,"(40.79288930892318, -73.94732417603646)",40.79288930892318,-73.94732417603646
168,md_speech/8488907591859361616.mp3,40.7870106,-73.9753676,"(40.805702097605966, -73.96281499107579)",40.805702097605966,-73.96281499107579
169,md_speech/-2056757777884147879.mp3,40.8327501,-73.90508620000001,"(40.82956385885538, -73.90402100706466)",40.82956385885538,-73.90402100706466
170,md_speech/-664066277770510582.mp3,40.7645667,-73.97333,"(40.764993915746004, -73.97316734938535)",40.764993915746004,-73.97316734938535
171,md_speech/-3214602581078449116.mp3,40.6774196,-73.9668408,"(40.67759240671357, -73.96610612123982)",40.67759240671357,-73.96610612123982
172,md_speech/-2814537069222594264.mp3,40.7677806,-73.968583,"(40.76814433729324, -73.96839623595041)",40.76814433729324,-73.96839623595041
173,md_speech/-8425207267871053241.mp3,40.761133,-73.9856588,"(40.76048872668633, -73.98614194957854)",40.76048872668633,-73.98614194957854
174,md_speech/-4333789026011671842.mp3,40.779436499999996,-73.96324399999997,"(40.79288930892318, -73.94732417603646)",40.79288930892318,-73.94732417603646
175,md_speech/-4974814159682062962.mp3,40.7304701,-73.9515031,"(40.72893073793614, -73.95190008404987)",40.72893073793614,-73.95190008404987
176,md_speech/9107689038579504236.mp3,40.748875,-73.9909005,"(40.749020548919404, -73.99119577751611)",40.749020548919404,-73.99119577751611
177,md_speech/7084692854467441522.mp3,40.7308838,-73.997332,"(40.70363774065479, -73.97994428415015)",40.70363774065479,-73.97994428415015
178,md_speech/4965706469695424766.mp3,40.9038065,-74.1176306,"(40.798159333009984, -73.97629543286875)",40.798159333009984,-73.97629543286875
179,md_speech/-3492797130733973331.mp3,40.7778172,-73.9660657,"(40.789624440429186, -73.95637865717683)",40.789624440429186,-73.95637865717683
180,md_speech/3128279837081169184.mp3,40.865654299999996,-73.8946438,"(40.86534519731148, -73.89494269509758)",40.86534519731148,-73.89494269509758
181,md_speech/-1307461855976065111.mp3,40.83250510000001,-74.0165497,"(40.800859604774224, -73.9742582436996)",40.800859604774224,-73.9742582436996
182,md_speech/7154288160203632962.mp3,40.8020844,-73.95732220000002,"(40.802443370916436, -73.95748545548362)",40.802443370916436,-73.95748545548362
183,md_speech/-6054051457969984156.mp3,40.802589399999995,-73.87524300000003,"(40.80234153392404, -73.87545631305363)",40.80234153392404,-73.87545631305363
184,md_speech/754905114198565236.mp3,40.7811304,-73.9802021,"(40.78106573800935, -73.97960613913921)",40.78106573800935,-73.97960613913921
185,md_speech/-7292378639521542353.mp3,40.7127748,-74.00601590000002,"(40.69879925248311, -73.991361082054)",40.69879925248311,-73.991361082054
186,md_speech/3353855613893797735.mp3,40.75714779999999,-73.9759114,"(40.743872655278594, -73.95797747095327)",40.743872655278594,-73.95797747095327
187,md_speech/-6163687231071337914.mp3,40.7579748,-73.9874069,"(40.78432256123835, -73.98493487501116)",40.78432256123835,-73.98493487501116
188,md_speech/-5545670126050219711.mp3,40.8327501,-73.90508620000001,"(40.82956385885538, -73.90402100706466)",40.82956385885538,-73.90402100706466
189,md_speech/-2461114007964920568.mp3,40.7558686,-73.98085079999998,"(40.740051011666466, -73.95966401118571)",40.740051011666466,-73.95966401118571
190,md_speech/8674681503501342328.mp3,40.7679149,-73.9310445,"(40.76838521364657, -73.93109134360844)",40.76838521364657,-73.93109134360844
191,md_speech/3979299142040451323.mp3,40.74847000000001,-73.9778667,"(40.748243584129106, -73.97801861875901)",40.748243584129106,-73.97801861875901
192,md_speech/707797326020198749.mp3,40.7567468,-73.971654,"(40.75633971648032, -73.97191314277173)",40.75633971648032,-73.97191314277173
193,md_speech/-6231416704707093449.mp3,40.89961829999999,-73.9088276,"(40.899454318046615, -73.906949657827)",40.899454318046615,-73.906949657827
194,md_speech/6890151732751709430.mp3,40.773564799999996,-73.9565551,"(40.78659438980461, -73.94249298425687)",40.78659438980461,-73.94249298425687
195,md_speech/-1712145266023756540.mp3,40.7127752,-74.0059728,"(40.685765290084724, -73.99878767312715)",40.685765290084724,-73.99878767312715
196,md_speech/-3796089282056522670.mp3,40.75524179999999,-73.99674540000002,"(40.75531052989716, -73.99602981336571)",40.75531052989716,-73.99602981336571
197,md_speech/-4536008300886833909.mp3,40.781219899999996,-73.96651379999999,"(40.79693576910388, -73.95145804200716)",40.79693576910388,-73.95145804200716
