"lng","lat"
"-73.9096748828888","40.801628133594846"
"-73.8521683216095","40.732949922769336"
"-73.81542205810547","40.70248031088059"
"-73.77452373504639","40.689074795736076"
"-73.76684188842773","40.596236029808495"
"-73.72984886169434","40.66524243857114"
"-73.7483024597168","40.600561711118786"
"-73.736811876297","40.653734113535734"
"-73.74302387237549","40.59602421901593"
"-73.74189734458923","40.63538505504974"
"-73.74000906944275","40.635344346118245"
"-73.74287366867065","40.60645917589122"
"-73.74220848083496","40.60592972863006"
"-73.741854429245","40.604545000579236"
"-73.74147891998291","40.60539213173496"
"-73.74080300331116","40.60437394394677"
"-73.74172568321228","40.603901499544776"
"-73.7410819530487","40.60371414997792"
"-73.73964428901672","40.603795606375854"
"-73.74263763427734","40.60332315788588"
"-73.74037384986877","40.603274283713574"
"-73.74226212501526","40.602875143301986"
"-73.7391185760498","40.60316024383917"
"-73.73959064483643","40.60277739426644"
"-73.74086737632751","40.59479407383989"
"-73.74024510383606","40.59867180569182"
"-73.73874306678772","40.595934606555545"
"-73.74121069908142","40.5959834860943"
"-73.73846411705017","40.59819117466935"
"-73.73974084854126","40.59595089973911"
"-73.74062061309814","40.599299064709925"
"-73.73915076255798","40.600219577028156"
"-73.73850703239441","40.59961676508405"
"-73.74045968055725","40.600301037684744"
"-73.73845338821411","40.60159624878747"
"-73.73857140541077","40.5947696336402"
"-73.74216556549072","40.5981422967447"
"-73.74103903770447","40.6000240710473"
"-73.73940825462341","40.59487554110768"
"-73.74008417129517","40.59470445973071"
"-73.73982667922974","40.59795493103576"
"-73.7416398525238","40.59729507370571"
"-73.73850703239441","40.600602441251056"
"-73.73971939086914","40.60075721552724"
"-73.74177932739258","40.60021143095702"
"-73.74044895172119","40.595967192918664"
"-73.74029874801636","40.601221536205685"
"-73.74172568321228","40.60229679276242"
"-73.74226212501526","40.60061873329698"
"-73.74227285385132","40.598679951950544"
"-73.74263763427734","40.594834807486194"
"-73.74242305755615","40.59936423414052"
"-73.74085664749146","40.6015636651681"
"-73.73894691467285","40.65302596929553"
"-73.7405776977539","40.653278297415426"
"-73.7343442440033","40.65299341075897"
"-73.73431205749512","40.653701555344696"
"-73.72646927833557","40.65351434543791"
"-73.73200535774231","40.653644578472125"
"-73.7253749370575","40.65363643891496"
"-73.72970938682556","40.65358760155095"
"-73.73685479164124","40.6530178296629"
"-73.73203754425049","40.652928293638126"
"-73.74173641204834","40.65252944988626"
"-73.73007416725159","40.652171302444884"
"-73.73206973075867","40.65219572164966"
"-73.73397946357727","40.65152012035358"
"-73.73491287231445","40.65155267960907"
"-73.73308897018433","40.65051891549169"
"-73.74042749404907","40.65254572926975"
"-73.73402237892151","40.650413096213896"
"-73.73408675193787","40.65223642030449"
"-73.73300313949585","40.65222014084554"
"-73.73680114746094","40.65160151846254"
"-73.74294877052307","40.652537589578515"
"-73.73214483261108","40.65063287452628"
"-73.72680187225342","40.65276550055796"
"-73.73701572418213","40.64958281605669"
"-73.73496651649475","40.650282856872394"
"-73.73118996620178","40.650787532904786"
"-73.73029947280884","40.65098289034424"
"-73.73814225196838","40.65162593787588"
"-73.72973084449768","40.65287131610526"
"-73.7408995628357","40.63663887798353"
"-73.73687624931335","40.6523178175396"
"-73.73592138290405","40.65001423742771"
"-73.73584628105164","40.65157709904028"
"-73.73112559318542","40.65219572164966"
"-73.74182224273682","40.6385114268314"
"-73.7385606765747","40.65235851611996"
"-73.73738050460815","40.650266576936815"
"-73.74116778373718","40.637982233568266"
"-73.72664093971252","40.65224456003244"
"-73.74166131019592","40.6361585200317"
"-73.74040603637695","40.63589798545962"
"-73.74072790145874","40.635539748762994"
"-73.74563097953796","40.60365713044027"
"-73.74484777450562","40.6035593825483"
"-73.74645709991455","40.6032905751083"
"-73.74742269515991","40.603013620857666"
"-73.74400019645691","40.6029810379292"
"-73.74321699142456","40.60273666545942"
"-73.7456202507019","40.602630770445074"
"-73.74700427055359","40.60240268830589"
"-73.74817371368408","40.60234566764947"
"-73.74680042266846","40.601645124186774"
"-73.74750852584839","40.6020035426896"
"-73.74540567398071","40.60195466755238"
"-73.74345302581787","40.60148220605015"
"-73.74504089355469","40.60020328488491"
"-73.7476372718811","40.60104232509795"
"-73.7460708618164","40.600537273027555"
"-73.74327063560486","40.59926647997082"
"-73.74346375465393","40.60021143095702"
"-73.74514818191528","40.60070833947873"
"-73.74526619911194","40.601294849702185"
"-73.74328136444092","40.60072463149888"
"-73.74699354171753","40.600472104740504"
"-73.7447726726532","40.59890804679216"
"-73.74594211578369","40.598134150420464"
"-73.74312043190002","40.59857405050954"
"-73.74618887901306","40.598826584438086"
"-73.7481415271759","40.598207467302984"
"-73.74465465545654","40.598386686010684"
"-73.74710083007812","40.59880214571248"
"-73.74305605888367","40.59802010177668"
"-73.74420404434204","40.596684088889305"
"-73.74621033668518","40.596236029808495"
"-73.74712228775024","40.59743356282115"
"-73.74551296234131","40.5962034435764"
"-73.74712228775024","40.59616271076396"
"-73.74452590942383","40.59780015027141"
"-73.74529838562012","40.59743356282115"
"-73.74409675598145","40.596325641864865"
"-73.74820590019226","40.596472279516234"
"-73.74621033668518","40.59743356282115"
"-73.74710083007812","40.59555986223796"
"-73.74396800994873","40.59552727567629"
"-73.74820590019226","40.59536434262975"
"-73.74369978904724","40.59497330169796"
"-73.7471866607666","40.6443322758563"
"-73.7433135509491","40.653278297415426"
"-73.74645709991455","40.65331085581303"
"-73.74338865280151","40.640628157934174"
"-73.74655365943909","40.652562008649284"
"-73.74726176261902","40.65336783297056"
"-73.74596357345581","40.65057589503331"
"-73.74392509460449","40.63945582284683"
"-73.74452590942383","40.638804516679755"
"-73.74597430229187","40.61096338064854"
"-73.7453305721283","40.638373022844604"
"-73.74780893325806","40.61022220326552"
"-73.74513745307922","40.609863828835216"
"-73.74780893325806","40.6113950515998"
"-73.74691843986511","40.61172898381889"
"-73.74456882476807","40.61011632011116"
"-73.74595284461975","40.60950545248295"
"-73.74771237373352","40.609472872719266"
"-73.74536275863647","40.61119957830698"
"-73.74698281288147","40.61050727246263"
"-73.7468433380127","40.60910634928325"
"-73.74494433403015","40.60860135814525"
"-73.74765872955322","40.6087235337705"
"-73.74820590019226","40.60909820429518"
"-73.74565243721008","40.608495472422675"
"-73.74361395835876","40.60820224954611"
"-73.74666094779968","40.60836515130302"
"-73.7438714504242","40.60889457927064"
"-73.74449372291565","40.60785200942408"
"-73.7441611289978","40.60499300397041"
"-73.74543786048889","40.607721687049604"
"-73.74636054039001","40.60708636183492"
"-73.74425768852234","40.60613336268841"
"-73.74646782875061","40.60758321924831"
"-73.74339938163757","40.607053780891846"
"-73.74726176261902","40.60498485848103"
"-73.74491214752197","40.605717948551245"
"-73.74497652053833","40.6064999024299"
"-73.7432062625885","40.6052292227312"
"-73.74744415283203","40.60693160221399"
"-73.74585628509521","40.6049522765135"
"-73.74821662902832","40.604846385009324"
"-73.74328136444092","40.603958518873924"
"-73.73683333396912","40.655858501161504"
"-73.72764945030212","40.659594329112736"
"-73.72644782066345","40.6591629696843"
"-73.73260617256165","40.65952921843433"
"-73.7347412109375","40.65924435846918"
"-73.72994542121887","40.65926063621424"
"-73.72725248336792","40.65897577510222"
"-73.73196244239807","40.658812996777755"
"-73.73072862625122","40.65639569191487"
"-73.73067498207092","40.657461921354866"
"-73.73186588287354","40.657494477710856"
"-73.72695207595825","40.6581862965202"
"-73.72951626777649","40.65743750407742"
"-73.7318766117096","40.65642010957362"
"-73.72960209846497","40.65568757592382"
"-73.73403310775757","40.65755959037523"
